805.23,788.05,801.50,781.50
793.13,803.14,804.28,794.26
824.74,799.06,816.67,798.26
822.18,811.17,822.30,814.68
819.04,825.39,831.30,826.32
833.18,815.68,830.98,812.99
823.09,824.93,835.95,819.41
813.54,831.31,826.20,822.50
812.63,792.63,808.12,810.14
815.33,796.72,808.39,816.64
800.65,805.17,802.81,785.32
813.38,822.10,818.07,820.40
805.92,806.92,810.87,804.19
812.63,812.77,816.27,812.30
799.21,817.98,810.66,799.08
801.19,791.33,798.17,793.85
787.09,807.86,800.62,786.26
806.32,789.62,803.85,792.59
797.34,810.77,810.96,795.59
815.72,811.59,814.01,812.42
832.65,822.56,841.91,818.91
821.82,831.02,827.76,818.26
841.30,826.83,836.13,823.35
833.51,836.65,826.60,828.71
815.97,829.10,825.45,808.81
820.75,835.67,837.04,825.02
802.16,838.17,828.53,799.40
823.02,830.33,825.56,812.99
825.60,822.09,826.38,829.50
831.97,829.18,825.48,825.24
849.68,829.22,845.85,830.51
851.09,846.78,851.15,843.16
853.80,852.75,861.98,849.62
865.90,865.62,868.27,857.98
846.59,858.80,866.63,842.78
825.39,836.86,836.86,821.91
820.39,830.39,830.29,820.84
811.60,806.44,809.84,804.62
819.82,814.80,824.19,812.93
815.18,827.63,827.06,818.20
817.98,803.36,808.23,806.66
830.72,823.29,828.18,818.23
808.68,808.59,804.48,804.24
830.24,832.93,829.71,827.89
831.37,831.95,832.68,824.19
827.01,837.65,847.74,827.63
841.10,841.84,842.26,835.41
834.61,837.85,841.55,836.61
820.97,816.56,812.92,816.39
848.42,849.44,848.51,847.08
849.92,853.02,854.53,848.37
849.89,853.50,856.00,847.49
854.80,851.17,848.86,843.14
864.07,850.17,864.66,847.06
851.53,842.25,852.98,843.06
861.19,849.87,865.13,845.54
852.10,850.58,861.19,848.90
846.66,852.88,852.23,849.18
852.88,849.03,847.06,845.35
859.09,850.89,858.11,848.75
844.25,852.19,851.82,845.22
856.13,858.98,860.53,856.98
850.94,858.62,859.20,852.37
856.45,867.20,865.16,856.46
859.63,865.33,868.06,859.67
868.00,863.76,869.17,860.29
871.95,876.95,873.40,866.24
863.10,875.46,871.20,867.22
876.17,873.77,870.66,869.01
867.58,871.24,870.82,864.20
849.81,871.82,873.95,847.23
851.21,852.10,859.62,855.51
829.50,833.30,828.03,819.00
830.63,842.61,846.31,825.20
834.00,828.70,843.69,820.40
842.75,851.29,849.42,840.23
839.72,834.66,837.93,827.38
849.09,861.21,852.41,852.16
857.04,849.89,855.75,854.36
865.70,850.67,868.44,849.82
848.39,847.25,847.00,847.48
845.25,861.42,868.18,847.53
841.43,856.21,861.18,844.01
841.71,854.23,846.29,842.69
837.24,837.34,842.66,837.08
835.42,837.50,840.55,830.89
839.65,836.38,841.84,834.05
841.76,837.80,842.82,840.84
854.79,820.80,837.52,840.34
853.65,831.96,839.27,850.56
856.12,866.62,860.62,858.92
855.57,860.35,866.24,853.60
868.19,863.68,868.63,866.85
887.88,870.36,889.40,868.40
884.66,881.51,886.25,879.26
889.44,900.52,893.73,891.02
887.26,889.25,887.38,887.16
921.52,924.50,928.19,916.52
929.83,919.65,928.11,914.10
941.36,942.39,950.15,941.20
