110.46,108.67,110.28,108.09
111.94,110.64,111.45,110.35
113.16,113.14,114.64,111.71
114.39,114.89,116.24,113.93
116.59,112.70,115.79,115.83
114.20,112.59,114.99,113.54
115.25,114.79,115.82,114.16
116.08,116.38,116.69,116.47
116.42,116.10,117.97,116.19
117.10,117.83,117.27,117.09
118.95,117.35,118.32,118.04
115.35,117.17,116.68,115.84
116.41,114.94,116.08,114.27
117.57,117.46,117.92,117.42
116.83,119.35,118.45,117.59
115.94,117.28,117.05,115.80
115.03,117.48,117.14,114.83
115.24,116.00,116.42,113.79
116.25,115.09,116.52,115.70
119.49,116.05,119.41,116.25
117.14,116.33,117.27,115.33
119.66,117.28,120.31,118.05
118.17,119.59,119.55,118.50
119.86,118.65,120.12,119.43
119.58,118.04,118.43,117.54
119.15,119.17,119.52,118.91
121.09,119.94,121.48,119.66
116.90,121.21,120.27,117.49
118.84,120.22,120.26,119.57
120.07,122.28,120.88,121.12
120.16,119.55,121.17,119.81
118.94,118.31,118.84,118.26
122.44,120.19,122.46,120.90
123.85,122.54,124.44,122.38
121.18,121.69,121.46,120.46
121.42,120.33,121.22,120.32
121.14,120.55,120.98,120.28
128.47,127.25,130.25,126.97
128.31,128.92,128.29,128.55
130.91,129.76,131.46,129.87
137.69,135.01,139.60,135.29
131.53,131.74,132.37,131.68
133.95,132.22,134.22,132.00
132.53,131.71,132.34,131.22
134.03,133.33,134.94,132.83
133.08,132.48,133.41,132.41
136.19,134.09,135.97,133.95
135.84,134.67,135.40,133.95
136.51,136.29,136.78,135.54
136.68,134.33,136.45,134.51
136.20,136.38,136.12,135.59
137.17,137.68,137.46,137.43
136.21,136.17,136.76,135.36
135.89,135.46,135.77,134.14
137.08,138.23,137.20,136.69
138.07,138.25,138.71,138.17
139.78,139.55,140.41,139.08
138.97,140.47,140.19,138.76
140.16,138.21,139.76,138.85
140.32,140.50,140.69,139.48
139.53,139.53,139.89,138.79
139.27,140.18,140.58,139.82
138.80,139.56,138.74,137.41
141.94,140.06,142.07,139.53
138.70,139.00,138.80,138.43
139.11,140.12,139.60,139.20
140.52,139.01,140.82,139.21
140.37,139.51,140.30,139.32
140.11,141.82,140.95,140.25
142.93,139.80,142.00,140.57
141.31,141.51,143.30,140.07
139.80,141.56,142.90,139.26
140.71,141.71,141.80,140.63
140.70,142.75,142.08,141.67
141.12,137.28,140.70,136.89
143.52,141.15,144.20,140.36
143.84,143.92,144.65,142.93
144.17,142.08,143.98,141.77
143.39,143.25,144.04,142.52
143.43,143.24,143.89,142.56
144.83,144.50,145.23,144.49
145.09,143.76,146.23,143.93
143.30,144.36,143.58,143.09
143.02,143.17,143.84,143.09
142.59,144.55,144.24,143.09
140.09,142.28,142.82,137.22
141.22,142.55,142.51,141.20
140.47,142.86,142.74,141.24
141.08,141.79,142.11,140.91
140.57,141.34,142.20,141.35
140.10,142.83,142.36,140.64
141.69,141.53,143.15,141.20
140.73,141.78,142.15,139.01
142.10,142.84,143.42,140.34
145.42,144.32,145.85,144.56
142.83,145.03,144.30,142.88
144.68,144.33,145.11,144.00
143.13,144.56,144.26,142.61
149.51,146.11,150.10,146.65
145.97,146.88,147.56,144.00
